stimuli_presented,participant_id_coded,name,participant_id,silly_or_annoying,intention,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,gender,edu,native,generally_sarcastic,b5_agreeableness,b5_agreeableness_2,b5_conscientiousness,b5_conscientiousness_2,b5_extraversion,b5_extraversion_2,b5_neuroticism,b5_neuroticism_2,b5_openness,b5_openness_2,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,context_type,b5_agree,b5_consci,b5_extra,b5_neuro,b5_open,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever
1nn,4,1nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,4,['direct'],3,4,0.391530416,1.528147628,2.125806877,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,0,1,0,0
2nn,4,2nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,5,['crit_softer'],2,3,0.936268385,0.5693099,1.242354668,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,1,0,0,0,0,0,0
3nn,4,3nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,4,['natural'],5,4,0.391530416,3.445823082,2.125806877,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,0,0,0
4nn,4,4nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,5,"['natural', 'direct']",2,2,0.936268385,0.5693099,0.35890246,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
5nn,4,5nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,4,"['natural', 'direct']",1,1,0.391530416,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
6nn,4,6nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,5,"['natural', 'direct']",1,1,0.936268385,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
7nn,4,7nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,5,"['natural', 'direct']",1,1,0.936268385,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
8nn,4,8nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,3,"['natural', 'direct']",1,1,-0.153207554,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
9nn,4,9nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,4,"['natural', 'direct']",1,1,0.391530416,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
10nn,4,10nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,6,"['natural', 'direct']",1,1,1.481006355,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
11nn,4,11nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,2,"['natural', 'direct']",1,1,-0.697945524,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
12nn,4,12nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,5,"['natural', 'direct']",1,1,0.936268385,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
13nn,4,13nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,"['natural', 'direct']",1,1,-1.242683493,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
10n,4,10n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,6,"['natural', 'direct']",1,1,1.481006355,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
15nn,4,15nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,6,"['natural', 'direct']",1,1,1.481006355,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
16nn,4,16nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,6,"['natural', 'direct']",5,5,1.481006355,3.445823082,3.009259086,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
11n,4,11n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,"['natural', 'direct']",1,1,-1.242683493,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
12n,4,12n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,"['natural', 'direct']",1,1,-1.242683493,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
13n,4,13n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,"['natural', 'direct']",1,1,-1.242683493,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
14n,4,14n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,"['natural', 'direct']",1,1,-1.242683493,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
15n,4,15n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,"['natural', 'direct']",1,1,-1.242683493,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
16n,4,16n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,"['natural', 'direct']",1,1,-1.242683493,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
7n,4,7n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,3,"['natural', 'direct']",1,1,-0.153207554,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
8n,4,8n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,3,"['natural', 'direct']",1,1,-0.153207554,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
9n,4,9n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,"['natural', 'direct']",1,1,-1.242683493,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
14nn,4,14nn_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,6,"['natural', 'direct']",1,1,1.481006355,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,nn,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
1n,4,1n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,1,['natural'],1,4,-1.242683493,-0.389527827,2.125806877,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,0,0,0
2n,4,2n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,2,['direct'],1,2,-0.697945524,-0.389527827,0.35890246,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,0,1,0,0
3n,4,3n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,3,"['natural', 'direct']",1,2,-0.153207554,-0.389527827,0.35890246,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
4n,4,4n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,3,"['natural', 'direct']",1,1,-0.153207554,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
5n,4,5n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,3,"['natural', 'direct']",2,2,-0.153207554,0.5693099,0.35890246,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
6n,4,6n_4,fb514e7b79391a60cbbb03fa8bd6e2c5b38c168431124ef0347638a9e35d96a1,3,"['natural', 'direct']",1,1,-0.153207554,-0.389527827,-0.524549749,male,undergraduate degree,Australian English,4,5,6,6,6,1,4,2,1,5,6,5,4,5,2,5,n,5.5,6,2.5,1.5,5.5,0,0,0,0,1,1,0,0
1nn,58,1nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,['mock_hilarious'],6,6,0.127965169,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,1,0,0,0,0,0
2nn,58,2nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,['mock_hilarious'],6,6,0.127965169,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,1,0,0,0,0,0
3nn,58,3nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,5,['mock_hilarious'],6,6,0.946942252,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,1,0,0,0,0,0
4nn,58,4nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,6,['mock_hilarious'],6,6,1.765919334,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,1,0,0,0,0,0
5nn,58,5nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,5,['crit_softer'],1,1,0.946942252,-1.683270214,-1.551892349,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,1,0,0,0,0,0,0
6nn,58,6nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,['be_nice'],2,2,0.127965169,-1.139182872,-1.017907885,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,0,0,0,0,1,0
7nn,58,7nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,3,['direct'],2,2,-0.691011913,-1.139182872,-1.017907885,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,0,0,0,1,0,0
8nn,58,8nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,5,['crit_harsher'],6,6,0.946942252,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,1,0,0,0,0,0,0,0
9nn,58,9nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,5,['direct'],6,2,0.946942252,1.037166495,-1.017907885,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,0,0,0,1,0,0
10nn,58,10nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,2,['mock_friendly'],4,5,-1.509988996,-0.051008188,0.584045508,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,0,1,0,0,0,0
11nn,58,11nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,"['crit_harsher', 'direct']",4,4,0.127965169,-0.051008188,0.050061044,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,1,0,0,0,0,1,0,0
12nn,58,12nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,"['natural', 'crit_harsher']",4,4,0.127965169,-0.051008188,0.050061044,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,1,0,0,0,1,0,0,0
13nn,58,13nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,3,"['natural', 'direct']",2,2,-0.691011913,-1.139182872,-1.017907885,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,0,0,0,1,1,0,0
10n,58,10n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,['direct'],2,2,0.127965169,-1.139182872,-1.017907885,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,0,1,0,0
15nn,58,15nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,5,"['crit_harsher', 'direct']",6,6,0.946942252,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,1,0,0,0,0,1,0,0
16nn,58,16nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,['crit_softer'],5,5,0.127965169,0.493079154,0.584045508,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,0,1,0,0,0,0,0,0
11n,58,11n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,2,['mock_hilarious'],5,5,-1.509988996,0.493079154,0.584045508,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,1,0,0,0,0,0
12n,58,12n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,['crit_softer'],3,3,0.127965169,-0.59509553,-0.483923421,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,1,0,0,0,0,0,0
13n,58,13n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,3,['natural'],3,3,-0.691011913,-0.59509553,-0.483923421,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,1,0,0,0
14n,58,14n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,"['mock_friendly', 'direct']",5,4,0.127965169,0.493079154,0.050061044,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,1,0,1,0,0
15n,58,15n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,3,"['mock_hilarious', 'clever']",5,4,-0.691011913,0.493079154,0.050061044,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,1,0,0,0,0,1
16n,58,16n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,2,['be_nice'],2,1,-1.509988996,-1.139182872,-1.551892349,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,0,0,1,0
7n,58,7n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,6,['crit_harsher'],6,6,1.765919334,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,1,0,0,0,0,0,0,0
8n,58,8n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,5,['crit_harsher'],1,1,0.946942252,-1.683270214,-1.551892349,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,1,0,0,0,0,0,0,0
9n,58,9n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,3,['be_nice'],4,4,-0.691011913,-0.051008188,0.050061044,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,0,0,1,0
14nn,58,14nn_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,5,"['crit_harsher', 'mock_hilarious', 'direct']",6,6,0.946942252,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,nn,3.5,3.5,2.5,5,4,1,0,1,0,0,1,0,0
1n,58,1n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,2,['clever'],6,6,-1.509988996,1.037166495,1.118029972,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,0,0,0,1
2n,58,2n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,3,['mock_friendly'],5,5,-0.691011913,0.493079154,0.584045508,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,1,0,0,0,0
3n,58,3n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,1,['be_nice'],1,1,-2.328966079,-1.683270214,-1.551892349,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,0,0,1,0
4n,58,4n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,['direct'],1,1,0.127965169,-1.683270214,-1.551892349,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,0,1,0,0
5n,58,5n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,5,['natural'],5,5,0.946942252,0.493079154,0.584045508,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,1,0,0,0
6n,58,6n_58,cd860bbd2cb83d326022c3aef46b667455b4d02e4c25c5c1d693c92d8e93c81a,4,['clever'],5,5,0.127965169,0.493079154,0.584045508,male,undergraduate degree,Australian English,5,5,2,3,4,3,2,5,5,2,6,5,4,5,2,5,n,3.5,3.5,2.5,5,4,0,0,0,0,0,0,0,1
1nn,2,1nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,1,"['direct', 'be_nice']",1,1,-0.584045508,-0.860804347,-0.911915087,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,0,0,0,0,1,1,0
2nn,2,2nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,3,"['crit_softer', 'mock_friendly', 'clever']",6,4,0.911110992,1.473580323,1.033503766,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,1,0,1,0,0,0,1
3nn,2,3nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,1,"['natural', 'crit_softer', 'mock_friendly', 'mock_hilarious']",4,4,-0.584045508,0.539826455,1.033503766,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,1,1,1,1,0,0,0
4nn,2,4nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,1,"['natural', 'clever']",1,5,-0.584045508,-0.860804347,1.681976717,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,0,0,0,1,0,0,1
5nn,2,5nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,2,"['crit_harsher', 'mock_hilarious', 'direct', 'clever']",6,5,0.163532742,1.473580323,1.681976717,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,1,0,1,0,0,1,0,1
6nn,2,6nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,4,"['natural', 'crit_harsher', 'direct']",4,3,1.658689242,0.539826455,0.385030815,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,1,0,0,0,1,1,0,0
7nn,2,7nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,6,"['crit_harsher', 'direct']",1,1,3.153845741,-0.860804347,-0.911915087,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,1,0,0,0,0,1,0,0
8nn,2,8nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,2,"['crit_harsher', 'mock_hilarious', 'clever']",6,5,0.163532742,1.473580323,1.681976717,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,1,0,1,0,0,0,0,1
9nn,2,9nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,2,"['mock_friendly', 'clever']",6,4,0.163532742,1.473580323,1.033503766,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,0,0,1,0,0,0,1
10nn,2,10nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,5,"['natural', 'crit_softer', 'direct']",1,1,2.406267491,-0.860804347,-0.911915087,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,1,0,0,1,1,0,0
11nn,2,11nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,1,"['natural', 'mock_hilarious', 'clever']",5,4,-0.584045508,1.006703389,1.033503766,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,0,1,0,1,0,0,1
12nn,2,12nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,1,"['direct', 'be_nice']",1,1,-0.584045508,-0.860804347,-0.911915087,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,0,0,0,0,1,1,0
13nn,2,13nn_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,1,"['natural', 'direct']",1,1,-0.584045508,-0.860804347,-0.911915087,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,nn,5,4.5,4.5,3.5,5,0,0,0,0,1,1,0,0
10n,2,10n_2,097a712189ce6f6a1cfb452cecfba4465ae0deb705e98d7b7b2b6e3f9e55408a,3,['direct'],1,1,0.911110992,-0.860804347,-0.911915087,male,graduate degree,British English,1,5,5,4,5,3,6,3,4,5,5,3,4,5,1,5,n,5,4.5,4.5,3.5,5,0,0,0,0,0,1,0,0
